areaId	areaName	round	ballots	totalPts	Chris ALEXANDER	Maxime BERNIER	Steven BLANEY	Michael CHONG	Kellie LEITCH	Pierre LEMIEUX	Deepak OBHRAI	Kevin O'LEARY	Erin O'TOOLE	Rick PETERSON	Lisa RAITT	Andrew SAXTON	Andrew SCHEER	Brad TROST	Undervotes	Remainder
235	Vaughan–Woodbridge	0	244	99.99993	4	87	1	7	28	16	1	8	4	0	1	0	55	32	0	0.00007
236	Waterloo	0	765	99.99994	4	121	1	148	39	58	1	4	63	4	16	0	80	225	0	0.00006
237	Wellington–Halton Hills	0	1337	99.99995	4	166	1	776	44	84	1	9	69	7	27	0	89	60	0	0.00005
238	Whitby	0	630	99.99996	21	200	1	34	41	39	1	14	130	7	17	2	70	53	0	0.00004
239	Willowdale	0	426	99.99993	11	101	1	44	32	24	2	3	25	5	15	3	64	95	0	0.00007
240	Windsor–Tecumseh	0	249	99.99993	4	65	2	7	29	40	0	5	29	1	13	0	42	12	0	0.00007
241	Windsor West	0	236	99.99995	2	65	0	16	15	29	0	6	24	4	5	2	27	41	0	0.00005
242	York Centre	0	294	99.99995	7	94	0	15	34	13	0	4	20	1	21	0	53	32	0	0.00005
243	York–Simcoe	0	367	99.99996	2	114	1	10	60	27	0	5	55	3	15	1	44	29	0	0.00004
244	York South–Weston	0	109	99.99996	1	31	0	11	11	7	1	1	11	1	7	0	17	10	0	0.00004
245	Humber River–Black Creek	0	98	99.99995	7	31	0	5	10	8	2	1	2	0	0	0	14	18	0	0.00005
246	Brandon–Souris	0	561	99.99994	2	99	1	9	24	132	1	6	127	5	11	1	112	29	0	0.00006
247	Charleswood–St. James–Assiniboia–Headingley	0	442	99.99994	4	140	2	23	27	43	0	6	90	6	14	0	75	11	0	0.00006
248	Churchill–Keewatinook Aski	0	84	99.99995	0	30	2	4	9	2	0	1	7	2	4	0	14	9	0	0.00005
249	Dauphin–Swan River–Neepawa	0	448	99.99994	1	96	2	4	29	44	0	9	114	4	8	1	90	45	0	0.00006
250	Elmwood–Transcona	0	248	99.99994	0	51	1	3	31	69	1	4	20	0	2	1	55	10	0	0.00006
251	Kildonan–St. Paul	0	338	99.99995	0	96	4	16	29	43	2	7	43	2	9	0	58	29	0	0.00005
252	Portage–Lisgar	0	535	99.99992	0	132	0	9	32	103	0	5	55	5	10	4	118	61	0	0.00008
253	Provencher	0	468	99.99995	1	113	0	7	27	103	0	1	31	1	7	1	142	33	0	0.00005
254	Saint Boniface–Saint Vital	0	325	99.99994	4	119	1	24	17	44	0	6	41	1	5	0	47	16	0	0.00006
255	Selkirk–Interlake–Eastman	0	416	99.99993	1	100	0	10	38	20	0	9	143	2	8	1	71	12	0	0.00007
256	Winnipeg Centre	0	174	99.99995	2	43	0	50	13	11	0	1	12	0	10	1	20	11	0	0.00005
257	Winnipeg North	0	81	99.99994	1	27	2	5	5	14	0	2	2	0	2	0	12	9	0	0.00006
258	Winnipeg South	0	370	99.99996	0	146	0	15	20	50	1	5	42	0	12	1	55	23	0	0.00004
259	Winnipeg South Centre	0	457	99.99997	1	160	2	46	34	56	1	5	48	6	12	4	60	21	0	0.00003
260	Battlefords–Lloydminster	0	443	99.99994	1	95	1	6	23	38	1	2	20	1	2	0	199	54	0	0.00006
261	Cypress Hills–Grasslands	0	598	99.99995	0	101	1	11	19	56	0	3	36	1	10	3	293	64	0	0.00005
262	Desnethé–Missinippi–Churchill River	0	205	99.99994	0	44	1	1	12	17	0	3	19	0	1	1	83	22	0	0.00006
263	Carlton Trail–Eagle Creek	0	612	99.99993	1	105	0	7	25	58	0	9	36	0	11	2	272	85	0	0.00007
264	Moose Jaw–Lake Centre–Lanigan	0	549	99.99996	0	92	0	6	18	44	0	0	30	0	4	1	307	46	0	0.00004
265	Prince Albert	0	527	99.99995	3	94	1	4	21	85	0	4	86	2	15	1	155	55	0	0.00005
266	Regina–Lewvan	0	592	99.99995	0	104	0	29	15	44	0	1	27	1	7	0	343	21	0	0.00005
267	Regina–Qu'Appelle	0	601	99.99996	0	49	0	5	10	14	2	1	11	0	1	0	493	15	0	0.00004
268	Regina–Wascana	0	544	99.99995	0	91	2	11	16	31	0	4	24	2	6	0	318	38	0	0.00005
269	Saskatoon–Grasswood	0	630	99.99994	4	145	0	25	26	71	1	7	67	1	10	2	180	90	0	0.00006
270	Saskatoon–University	0	609	99.99993	1	121	1	26	19	50	2	4	34	2	5	2	189	153	0	0.00007
271	Saskatoon West	0	291	99.99994	1	69	0	14	18	19	0	3	21	2	10	0	92	41	0	0.00006
272	Souris–Moose Mountain	0	634	99.99994	0	108	0	7	23	34	0	2	61	1	16	1	343	38	0	0.00006
273	Yorkton–Melville	0	569	99.99994	0	91	1	4	28	23	0	10	23	0	6	0	328	55	0	0.00006
274	Banff–Airdrie	0	1120	99.99995	7	496	1	46	53	41	5	20	159	6	21	6	212	46	0	0.00005
275	Battle River–Crowfoot	0	873	99.99996	0	260	1	9	48	39	0	19	91	3	11	0	330	62	0	0.00004
276	Bow River	0	826	99.99994	5	330	2	12	50	62	15	14	79	1	13	3	184	55	0	0.00006
277	Calgary Centre	0	1101	99.99992	9	532	3	139	34	34	9	12	96	17	35	2	151	28	0	0.00008
278	Calgary Confederation	0	1109	99.99991	11	491	4	152	46	25	8	11	111	11	33	3	155	47	0	0.00009
279	Calgary Forest Lawn	0	286	99.99996	2	94	1	10	26	16	36	4	16	0	5	0	62	14	0	0.00004
280	Calgary Heritage	0	1279	99.99991	11	549	3	35	63	73	14	17	173	13	35	2	211	78	0	0.00009
281	Calgary Midnapore	0	1226	99.99993	3	523	4	43	66	44	8	10	131	11	35	2	263	82	0	0.00007
282	Calgary Nose Hill	0	803	99.99994	3	281	1	41	31	45	29	10	75	3	18	4	111	150	0	0.00006
283	Calgary Rocky Ridge	0	1091	99.99992	11	416	1	53	46	42	21	7	160	5	9	8	213	98	0	0.00008
284	Calgary Shepard	0	881	99.99994	8	465	3	27	49	49	9	14	69	10	11	2	130	35	0	0.00006
285	Calgary Signal Hill	0	1253	99.99993	15	534	3	79	38	83	12	13	165	13	38	2	200	57	0	0.00007
286	Calgary Skyview	0	357	99.99995	5	87	0	12	61	10	30	4	18	1	3	0	93	33	0	0.00005
287	Edmonton Centre	0	591	99.99994	5	196	3	92	35	34	1	8	73	5	8	0	93	38	0	0.00006
288	Edmonton Griesbach	0	369	99.99994	5	113	0	27	37	23	1	3	36	1	18	2	73	29	0	0.00006
289	Edmonton Manning	0	362	99.99995	2	142	3	7	24	17	0	7	30	0	3	0	81	46	0	0.00005
290	Edmonton Mill Woods	0	356	99.99992	3	108	4	21	17	34	1	4	32	1	2	0	102	27	0	0.00008
291	Edmonton Riverbend	0	1090	99.99993	5	302	5	72	38	20	1	11	82	6	17	5	201	324	0	0.00007
292	Edmonton Strathcona	0	531	99.99995	1	164	2	96	24	41	0	6	39	6	13	0	104	35	0	0.00005
293	Edmonton West	0	644	99.99992	5	208	1	33	47	23	1	9	64	3	6	3	132	109	0	0.00008
294	Edmonton–Wetaskiwin	0	960	99.99992	2	295	4	24	74	54	2	19	78	5	11	4	263	125	0	0.00008
295	Foothills	0	1338	99.99995	5	516	3	23	68	92	6	22	94	7	31	3	427	40	0	0.00005
296	Fort McMurray–Cold Lake	0	493	99.99996	0	235	6	5	52	17	1	11	30	2	10	2	84	37	0	0.00004
297	Grande Prairie–Mackenzie	0	797	99.99994	1	264	2	13	45	60	0	16	62	11	7	2	269	45	0	0.00006
298	Lakeland	0	801	99.99997	0	237	4	16	43	70	0	11	60	0	3	1	314	41	0	0.00003
299	Lethbridge	0	1102	99.99994	6	258	3	43	25	188	3	17	175	2	22	2	274	83	0	0.00006
300	Medicine Hat–Cardston–Warner	0	1425	99.99993	5	398	8	21	74	93	6	20	354	3	22	3	335	83	0	0.00007
301	Peace River–Westlock	0	681	99.99994	1	174	1	13	30	51	0	14	39	6	14	2	287	48	0	0.00006
302	Red Deer–Mountain View	0	916	99.99993	3	342	0	36	50	49	0	16	94	2	13	4	239	66	0	0.00007
303	Red Deer–Lacombe	0	903	99.99993	1	280	3	16	45	68	1	16	126	3	14	8	271	51	0	0.00007
304	St. Albert–Edmonton	0	707	99.99994	8	226	0	24	47	53	1	14	140	7	11	2	124	49	0	0.00006
305	Sherwood Park–Fort Saskatchewan	0	1041	99.99992	4	337	4	28	51	49	1	15	54	7	12	2	439	37	0	0.00008
306	Sturgeon River–Parkland	0	881	99.99995	4	334	4	14	56	81	0	21	93	4	13	6	201	49	0	0.00005
307	Yellowhead	0	649	99.99991	1	253	3	12	51	51	1	16	52	2	11	2	159	34	0	0.00009
308	Abbotsford	0	774	99.99992	5	100	4	17	31	63	2	8	300	1	5	4	211	22	0	0.00008
309	Burnaby North–Seymour	0	290	99.99993	4	88	0	40	18	17	0	3	31	2	6	13	47	21	0	0.00007
310	Burnaby South	0	327	99.99996	3	60	2	31	19	24	2	2	33	1	2	3	34	111	0	0.00004
311	Cariboo–Prince George	0	502	99.99991	4	137	2	26	31	56	2	9	75	3	13	3	109	32	0	0.00009
312	Central Okanagan–Similkameen–Nicola	0	643	100	5	216	3	37	56	40	0	5	77	7	16	3	144	33	0	0.00000
313	Chilliwack–Hope	0	801	99.99993	2	107	0	21	28	96	1	1	72	0	9	4	415	44	0	0.00007
314	Cloverdale–Langley City	0	450	99.99993	1	106	0	19	27	101	1	6	36	1	8	3	110	30	0	0.00007
315	Coquitlam–Port Coquitlam	0	347	99.99994	1	88	1	14	18	26	0	7	29	3	10	6	59	85	0	0.00006
316	Courtenay–Alberni	0	576	99.99995	8	162	2	39	57	25	1	7	70	10	28	17	134	15	0	0.00005
317	Cowichan–Malahat–Langford	0	423	99.99993	0	121	3	27	34	24	0	5	55	5	15	10	107	17	0	0.00007
318	Delta	0	426	99.99993	4	88	3	27	57	22	0	5	65	6	25	6	93	25	0	0.00007
319	Fleetwood–Port Kells	0	360	99.99993	4	65	1	14	43	44	2	7	31	5	1	0	52	91	0	0.00007
320	Kamloops–Thompson–Cariboo	0	465	99.99992	3	130	3	21	45	29	2	2	121	7	8	7	78	9	0	0.00008
321	Kelowna–Lake Country	0	669	99.99996	8	225	1	24	52	37	0	10	107	8	10	6	149	31	0	0.00004
322	Kootenay–Columbia	0	535	99.99992	5	145	5	30	38	43	1	4	106	4	16	6	107	24	0	0.00008
323	Langley–Aldergrove	0	825	99.99995	4	140	2	35	29	149	0	5	115	7	11	5	290	33	0	0.00005
324	Mission–Matsqui–Fraser Canyon	0	576	99.99996	2	89	2	15	43	70	0	10	117	0	5	1	204	17	0	0.00004
325	Nanaimo–Ladysmith	0	517	99.99993	1	156	2	43	42	34	1	6	57	10	19	5	118	22	0	0.00007
326	New Westminster–Burnaby	0	261	99.99996	3	57	1	40	15	17	2	1	19	4	7	3	32	58	0	0.00004
327	North Okanagan–Shuswap	0	761	99.99994	6	163	3	33	41	52	0	16	147	7	24	6	209	54	0	0.00006
328	North Vancouver	0	488	99.99993	2	143	2	52	13	34	3	5	57	13	18	61	69	16	0	0.00007
329	Pitt Meadows–Maple Ridge	0	357	99.99997	2	94	1	11	17	37	0	6	66	4	7	1	79	31	0	0.00003
330	Port Moody–Coquitlam	0	321	99.99996	0	99	0	37	21	25	1	4	28	4	8	5	48	39	0	0.00004
331	Prince George–Peace River–Northern Rockies	0	501	99.99994	3	147	2	10	31	27	0	9	46	4	15	0	185	20	0	0.00006
332	Richmond Centre	0	337	99.99995	2	70	2	27	18	6	1	0	34	2	2	0	49	124	0	0.00005
333	Esquimalt–Saanich–Sooke	0	394	99.99993	2	97	0	58	24	21	1	9	54	2	18	7	76	25	0	0.00007
334	Saanich–Gulf Islands	0	510	99.99994	6	146	1	70	21	28	2	6	96	9	23	3	86	12	0	0.00006
335	Skeena–Bulkley Valley	0	291	99.99994	1	70	1	11	28	49	0	2	24	2	16	2	68	17	0	0.00006
336	South Okanagan–West Kootenay	0	519	99.99994	9	145	2	30	40	21	1	15	47	5	16	7	166	14	0	0.00006
337	South Surrey–White Rock	0	654	99.99992	4	195	4	22	35	47	3	4	119	7	25	7	121	60	0	0.00008
338	Steveston–Richmond East	0	288	99.99996	1	60	0	16	20	9	1	2	26	1	7	7	37	100	0	0.00004
339	Surrey Centre	0	230	99.99996	1	57	0	4	67	19	0	0	13	1	3	0	34	30	0	0.00004
340	Surrey–Newton	0	151	99.99996	0	45	1	7	53	3	5	0	8	0	1	0	21	7	0	0.00004
341	Vancouver Centre	0	419	99.99992	4	146	0	116	20	5	1	2	24	11	26	14	33	16	0	0.00008
342	Vancouver East	0	278	99.99996	1	49	1	137	15	3	1	3	11	3	13	3	25	12	0	0.00004
343	Vancouver Granville	0	549	99.99992	9	119	0	118	19	22	1	4	61	5	19	8	54	110	0	0.00008
344	North Island–Powell River	0	448	99.99994	2	126	5	20	30	37	2	8	63	1	21	18	94	21	0	0.00006
345	Vancouver Kingsway	0	171	99.99995	0	29	0	44	21	18	1	1	7	0	3	2	21	24	0	0.00005
346	Vancouver Quadra	0	576	99.99997	5	150	2	98	13	21	2	1	63	17	24	10	73	97	0	0.00003
347	Vancouver South	0	177	99.99993	1	24	0	17	14	14	2	3	16	3	5	0	27	51	0	0.00007
348	Victoria	0	548	99.99995	11	167	3	142	30	23	4	3	43	8	24	2	70	17	0	0.00005
349	West Vancouver–Sunshine Coast–Sea to Sky Country	0	583	99.99993	5	179	1	78	30	14	0	5	97	13	24	12	95	29	0	0.00007
350	Yukon	0	319	99.99993	3	69	1	31	18	14	0	3	69	5	44	1	45	15	0	0.00007
351	Northwest Territories	0	133	99.99991	1	45	0	14	12	6	2	1	15	5	7	0	23	2	0	0.00009
352	Nunavut	0	16	100	0	8	0	2	1	0	0	0	1	0	1	0	3	0	0	0.00000
